run_utc	dataset_number	dataset_url	listing_page_url	file_url	file_name
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003202.pdf	EFTA00003202.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003203.pdf	EFTA00003203.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003204.pdf	EFTA00003204.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003205.pdf	EFTA00003205.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003206.pdf	EFTA00003206.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003207.pdf	EFTA00003207.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003858.pdf	EFTA00003858.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003862.pdf	EFTA00003862.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003868.pdf	EFTA00003868.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003919.pdf	EFTA00003919.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003921.pdf	EFTA00003921.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003923.pdf	EFTA00003923.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003925.pdf	EFTA00003925.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003927.pdf	EFTA00003927.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003929.pdf	EFTA00003929.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003931.pdf	EFTA00003931.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003933.pdf	EFTA00003933.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003936.pdf	EFTA00003936.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003939.pdf	EFTA00003939.pdf
20260219T011825Z	3	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/doj-disclosures/data-set-3-files	https://www.justice.gov/epstein/files/DataSet%203/EFTA00003942.pdf	EFTA00003942.pdf
