change_type	doc_id	source_system	document_type	doc_date	status	url	detail
removed	doc-courtlistener-902ac702c869	courtlistener	court_record	2025-09-25	Published	https://www.courtlistener.com/opinion/10677588/commonwealth-v-smith-j-aplt/	Commonwealth v. Smith, J., Aplt.
removed	doc-courtlistener-9b499ce217cf	courtlistener	court_record	2025-10-03	Published	https://www.courtlistener.com/opinion/10690424/state-of-new-jersey-v-trump/	State of New Jersey v. Trump
removed	doc-courtlistener-a20a4741986f	courtlistener	court_record	2025-12-15	Published	https://www.courtlistener.com/opinion/10759207/blackwood-head-v-democratic-national-committee/	Blackwood-Head v. Democratic National Committee
removed	doc-courtlistener-a6684b79d0e6	courtlistener	court_record	2021-04-15	Published	https://www.courtlistener.com/opinion/4873749/in-re-courtney-wild/	In re: Courtney Wild
removed	doc-courtlistener-a7dba5d62f67	courtlistener	court_record	2025-08-29	Published	https://www.courtlistener.com/opinion/10664597/alan-dershowitz-v-cable-news-network-inc/	Alan Dershowitz v. Cable News Network, Inc.
removed	doc-courtlistener-ab2d639c97c1	courtlistener	court_record	1975-08-29	Published	https://www.courtlistener.com/opinion/1930545/state-v-beaulieu/	State v. Beaulieu
removed	doc-courtlistener-ab569e8a0fc2	courtlistener	court_record	2025-07-22	Published	https://www.courtlistener.com/opinion/10639790/cpi-security-systems-inc-v-vivint-smart-home-inc/	CPI Security Systems, Inc. v. Vivint Smart Home, Inc.
removed	doc-courtlistener-bd6d17707772	courtlistener	court_record	2025-11-24	Published	https://www.courtlistener.com/opinion/10741583/democracy-forward-foundation-v-us-department-of-justice/	Democracy Forward Foundation v. U.S. Department of Justice
removed	doc-courtlistener-d44a91151b6e	courtlistener	court_record	2025-09-04	Published	https://www.courtlistener.com/opinion/10666255/bristol-myers-squibb-co-v-secretary-united-states-department-of-hhs/	Bristol Myers Squibb Co v. Secretary United States Department of HHS
removed	doc-courtlistener-d4cdeb528c55	courtlistener	court_record	2025-07-25	Published	https://www.courtlistener.com/opinion/10641466/martin-v-toledo-clinic-inc/	Martin v. Toledo Clinic, Inc.
removed	doc-courtlistener-e2abdbc318d4	courtlistener	court_record	2025-09-30	Published	https://www.courtlistener.com/opinion/10681914/exum-v-secretary-of-health-and-human-services/	Exum v. Secretary of Health and Human Services
removed	doc-govinfo-transcript-32517ca53042	govinfo_wssearch	congressional_record_transcript	2025-07-30	published	https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4921-5.htm	Text of Senate Amendment 3140
removed	doc-govinfo-transcript-d2204fbbbd6e	govinfo_wssearch	congressional_record_transcript	2026-02-12	published	https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS610.htm	SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS
changed	doc-govtrack-action-01-19481d7c69e0	govtrack	bill_action	2025-07-15	recorded	https://www.govtrack.us/congress/bills/119/hr4405#status-row-grid	doc_date: 'July 15, 2025' -> '2025-07-15'
